response_time_sec,tab_switch_count,total_hidden_time_sec,hidden_time_ratio,paste_count,pasted_chars_total,paste_ratio,input_event_count,delete_count,max_pause_sec,max_input_burst_chars,copy_count,answer_length_chars,is_anomaly
73.043,2,17.611,0.241105,4,475,0.916988,9,2,6.062,386,2,518,1
200.89,0,0.0,0.0,2,4,0.00907,38,3,9.836,53,0,441,0
54.206,1,12.431,0.229329,2,176,0.911917,7,1,42.97,110,3,193,1
340.526,0,0.0,0.0,1,33,0.062382,86,5,18.863,45,0,529,0
151.119,1,18.603,0.123102,1,4,0.017699,22,3,16.866,23,0,226,0
199.521,0,0.0,0.0,0,0,0.0,50,3,19.217,14,0,249,0
339.968,2,2.312,0.006801,0,0,0.0,81,6,34.305,30,0,727,0
104.465,0,0.0,0.0,0,0,0.0,14,4,21.606,31,0,117,0
238.402,0,0.0,0.0,0,0,0.0,34,2,26.742,10,0,328,0
50.515,0,0.0,0.0,4,78,0.481481,5,2,41.116,60,2,162,1
842.059,8,329.756,0.391607,2,133,0.277662,50,3,110.319,54,2,479,1
107.53,1,26.624,0.247596,2,718,0.766275,16,0,12.141,465,0,937,1
220.369,0,0.0,0.0,0,0,0.0,89,4,14.676,32,1,632,0
124.875,0,0.0,0.0,0,0,0.0,52,5,6.829,16,0,302,0
690.874,12,303.833,0.439781,1,83,0.106821,58,4,53.589,46,0,777,1
277.545,2,13.193,0.047535,0,0,0.0,33,6,7.372,7,0,328,0
235.205,0,0.0,0.0,0,0,0.0,37,5,19.666,30,0,257,0
71.582,0,0.0,0.0,0,0,0.0,22,4,18.845,11,0,157,0
604.012,8,411.431,0.681164,2,135,0.3375,29,5,188.876,54,2,400,1
66.498,1,1.354,0.020362,0,0,0.0,20,4,12.377,25,0,115,0
160.074,0,0.0,0.0,0,0,0.0,40,7,9.537,41,0,269,0
196.507,0,0.0,0.0,1,25,0.054348,42,4,33.441,92,0,460,0
203.692,0,0.0,0.0,1,11,0.033033,39,4,11.283,11,0,333,0
1130.076,4,902.961,0.799027,1,108,0.172249,105,6,29.397,62,2,627,1
127.85,2,37.065,0.28991,1,97,0.477833,14,4,22.237,58,2,203,1
229.372,1,1.147,0.005001,0,0,0.0,50,8,6.774,28,0,455,0
140.195,0,0.0,0.0,0,0,0.0,32,5,14.745,10,0,254,0
661.395,0,0.0,0.0,0,0,0.0,87,10,23.622,29,0,1167,0
55.412,0,0.0,0.0,0,0,0.0,26,0,4.231,13,1,139,0
115.695,1,1.801,0.015567,0,0,0.0,48,4,9.636,17,0,291,0
88.428,0,0.0,0.0,0,0,0.0,15,4,21.635,10,0,147,0
481.667,6,293.468,0.609276,1,27,0.050943,71,5,56.131,15,3,530,1
408.05,1,13.756,0.033712,0,0,0.0,115,6,26.715,9,0,773,0
275.412,0,0.0,0.0,0,0,0.0,26,6,13.573,37,0,325,0
223.685,1,11.047,0.049386,0,0,0.0,50,3,10.512,90,1,531,0
113.054,0,0.0,0.0,0,0,0.0,36,3,11.431,33,0,308,0
413.344,10,134.036,0.324272,0,0,0.0,38,7,259.508,11,2,395,1
104.672,0,0.0,0.0,1,7,0.047945,23,6,30.75,16,0,146,0
316.087,1,11.522,0.036452,0,0,0.0,47,2,6.607,28,0,372,0
617.717,0,0.0,0.0,2,9,0.009636,97,7,2.443,15,0,934,0
732.974,3,252.004,0.34381,0,0,0.0,57,5,189.726,74,3,553,1
247.517,2,32.969,0.133199,2,102,0.26087,36,1,10.606,105,2,391,1
105.81,0,0.0,0.0,1,408,0.532637,28,1,20.648,249,1,766,1
122.726,2,36.048,0.293727,4,714,0.61235,22,3,33.182,627,0,1166,1
135.272,1,3.742,0.027663,1,5,0.013228,75,3,8.854,27,0,378,0
135.651,1,11.858,0.087416,0,0,0.0,23,4,20.597,27,0,234,0
302.019,0,0.0,0.0,0,0,0.0,41,6,12.839,17,0,439,0
384.478,12,319.651,0.83139,0,0,0.0,20,7,98.638,18,1,322,1
298.731,1,104.147,0.348631,2,1017,0.787152,23,2,10.115,984,0,1292,1
163.08,0,0.0,0.0,1,13,0.031325,73,2,22.652,21,1,415,0
154.935,1,1.595,0.010295,0,0,0.0,53,8,9.656,17,0,436,0
125.522,0,0.0,0.0,0,0,0.0,25,3,21.527,19,0,242,0
95.434,0,0.0,0.0,2,457,0.498364,15,3,30.526,370,2,917,1
141.313,0,0.0,0.0,1,2,0.009479,37,2,17.148,9,0,211,0
241.503,0,0.0,0.0,0,0,0.0,57,4,10.491,20,0,537,0
230.724,0,0.0,0.0,1,3,0.009119,41,4,7.163,15,0,329,0
230.677,1,8.443,0.036601,0,0,0.0,57,5,8.343,6,0,323,0
1007.945,12,412.254,0.409004,0,0,0.0,126,6,69.481,19,1,822,1
251.74,0,0.0,0.0,0,0,0.0,40,1,4.905,15,0,380,0
94.314,0,0.0,0.0,0,0,0.0,26,6,9.67,12,0,266,0
344.475,0,0.0,0.0,0,0,0.0,114,7,11.223,16,0,689,0
205.979,0,0.0,0.0,1,683,0.704124,17,1,10.686,638,0,970,1
80.353,1,5.043,0.062761,2,262,0.579646,8,1,6.589,153,1,452,1
479.05,14,308.097,0.643142,0,0,0.0,36,8,107.562,30,2,527,1
490.12,11,300.146,0.612393,0,0,0.0,25,3,72.457,17,4,282,1
95.305,0,0.0,0.0,3,576,0.790123,21,2,12.448,505,0,729,1
62.73,0,0.0,0.0,0,0,0.0,16,1,6.235,20,0,140,0
517.848,0,0.0,0.0,1,19,0.018061,116,5,13.633,29,0,1052,0
103.464,0,0.0,0.0,0,0,0.0,20,1,6.846,36,0,157,0
305.642,0,0.0,0.0,0,0,0.0,57,3,8.445,15,0,377,0
189.977,0,0.0,0.0,0,0,0.0,44,5,2.557,7,0,346,0
307.632,3,37.957,0.123384,1,475,0.458937,57,2,14.374,272,3,1035,1
234.728,4,47.109,0.200696,1,158,0.50641,15,4,162.179,84,1,312,1
308.772,0,0.0,0.0,1,43,0.104116,38,5,12.301,19,0,413,0
340.222,11,115.609,0.339805,0,0,0.0,21,6,95.739,8,3,308,1
199.884,1,11.981,0.05994,0,0,0.0,54,4,7.65,2,0,410,0
1324.784,12,1008.569,0.761308,0,0,0.0,125,10,69.507,6,0,1885,1
465.18,2,48.916,0.105155,1,23,0.035115,114,3,10.776,16,0,655,0
110.548,1,0.553,0.005002,0,0,0.0,39,3,10.641,5,0,307,0
194.97,0,0.0,0.0,2,2,0.008889,20,2,23.47,2,0,225,0
127.657,0,0.0,0.0,0,0,0.0,23,3,19.821,24,0,179,0
45.545,3,12.418,0.272653,3,130,0.702703,12,1,72.079,96,2,185,1
194.622,0,0.0,0.0,1,6,0.022727,27,3,9.393,35,0,264,0
81.445,0,0.0,0.0,0,0,0.0,21,1,6.82,3,0,192,0
101.339,0,0.0,0.0,0,0,0.0,50,5,4.17,17,0,251,0
382.928,0,0.0,0.0,0,0,0.0,124,6,29.542,15,0,892,0
150.338,0,0.0,0.0,0,0,0.0,38,1,27.029,39,0,273,0
154.031,0,0.0,0.0,0,0,0.0,34,4,8.482,30,0,308,0
322.151,0,0.0,0.0,0,0,0.0,103,9,12.735,15,0,904,0
123.023,1,8.732,0.070979,0,0,0.0,25,1,16.837,28,0,250,0
391.74,0,0.0,0.0,0,0,0.0,110,7,16.05,8,0,602,0
263.811,1,19.282,0.07309,0,0,0.0,38,4,10.764,16,0,432,0
456.625,0,0.0,0.0,0,0,0.0,109,7,3.841,41,0,778,0
95.717,0,0.0,0.0,0,0,0.0,20,1,26.339,120,0,129,0
134.579,0,0.0,0.0,0,0,0.0,62,4,14.269,11,0,290,0
116.792,7,16.867,0.144419,2,32,0.288288,12,5,117.499,19,0,111,1
312.926,4,113.317,0.362121,0,0,0.0,31,4,68.07,30,3,387,1
44.864,3,6.616,0.147468,2,89,0.520468,9,1,24.186,89,0,171,1
146.918,2,70.726,0.481398,2,199,0.464953,16,1,12.237,108,3,428,1
440.826,0,0.0,0.0,0,0,0.0,178,14,61.171,8,0,1113,0
101.955,1,0.928,0.009102,0,0,0.0,36,4,17.675,36,0,210,0
68.438,0,0.0,0.0,0,0,0.0,14,3,17.915,18,0,134,0
204.419,6,97.751,0.478189,3,157,0.346578,22,2,98.009,102,2,453,1
160.044,0,0.0,0.0,4,704,0.976422,12,3,3.0,526,1,721,1
149.101,1,0.746,0.005003,0,0,0.0,68,2,15.599,2,0,338,0
148.638,4,24.0,0.161466,1,181,0.344762,24,5,37.297,149,1,525,1
244.688,1,16.833,0.068794,0,0,0.0,81,3,4.488,24,0,576,0
245.904,1,1.243,0.005055,0,0,0.0,59,2,9.304,16,0,293,0
184.508,0,0.0,0.0,0,0,0.0,68,3,10.351,7,0,501,0
76.416,1,3.938,0.051534,1,401,0.78937,18,4,76.013,371,2,508,1
75.023,0,0.0,0.0,0,0,0.0,20,3,9.614,24,0,82,0
128.215,0,0.0,0.0,0,0,0.0,60,2,21.085,45,0,290,0
85.57,0,0.0,0.0,0,0,0.0,29,5,3.207,44,0,192,0
254.2,0,0.0,0.0,0,0,0.0,105,6,16.295,7,1,526,0
169.03,0,0.0,0.0,0,0,0.0,61,2,5.137,19,0,349,0
177.338,0,0.0,0.0,0,0,0.0,59,6,6.338,34,0,319,0
234.363,0,0.0,0.0,0,0,0.0,144,5,8.148,60,0,719,0
353.478,3,115.635,0.327135,1,336,0.309963,45,2,117.197,244,3,1084,1
219.163,0,0.0,0.0,0,0,0.0,44,4,16.528,20,0,319,0
163.465,0,0.0,0.0,0,0,0.0,44,7,7.471,12,0,309,0
119.131,0,0.0,0.0,3,281,0.582988,14,1,18.764,195,3,482,1
304.988,0,0.0,0.0,0,0,0.0,82,9,11.952,8,1,571,0
250.104,0,0.0,0.0,2,20,0.03861,70,6,15.581,9,1,518,0
60.985,2,3.286,0.053882,2,415,0.871849,14,4,7.516,317,1,476,1
449.193,0,0.0,0.0,0,0,0.0,102,2,26.673,23,0,535,0
97.853,3,30.577,0.312479,3,241,0.466151,13,0,87.928,183,1,517,1
250.717,0,0.0,0.0,0,0,0.0,84,5,12.545,15,0,392,0
227.487,1,1.137,0.004998,1,5,0.014493,48,5,10.774,16,0,345,0
477.619,10,164.871,0.345194,1,29,0.098976,23,1,50.567,30,0,293,1
135.315,1,4.238,0.03132,1,3,0.022059,27,1,10.456,10,0,136,0
429.145,1,23.504,0.054769,0,0,0.0,63,5,15.877,12,0,839,0
112.812,0,0.0,0.0,4,702,0.95122,22,2,28.613,536,1,738,1
420.79,11,357.584,0.849792,2,35,0.111111,21,1,120.904,36,3,315,1
47.711,0,0.0,0.0,2,132,0.613953,8,1,37.32,98,2,215,1
174.32,1,14.756,0.084649,0,0,0.0,18,3,6.951,21,0,167,0
66.782,0,0.0,0.0,0,0,0.0,32,3,6.664,12,0,264,0
190.275,2,6.102,0.032069,0,0,0.0,40,6,7.706,20,0,449,0
187.035,0,0.0,0.0,0,0,0.0,26,3,13.289,47,0,305,0
1166.2,11,325.899,0.279454,2,243,0.333791,57,10,36.195,194,2,728,1
503.517,6,315.022,0.625643,0,0,0.0,59,5,53.287,16,2,673,1
398.88,1,2.047,0.005132,0,0,0.0,80,10,5.682,26,0,989,0
64.397,3,15.586,0.24203,3,197,0.871681,9,1,61.39,169,0,226,1
233.538,0,0.0,0.0,0,0,0.0,41,6,10.658,27,0,346,0
187.249,0,0.0,0.0,0,0,0.0,42,5,23.104,16,0,408,0
188.797,0,0.0,0.0,1,6,0.013158,49,4,6.052,6,0,456,0
345.614,0,0.0,0.0,0,0,0.0,40,4,33.226,43,0,429,0
330.35,1,22.318,0.067559,1,9,0.00974,93,9,6.294,19,0,924,0
153.74,0,0.0,0.0,0,0,0.0,25,5,8.178,37,1,173,0
320.239,0,0.0,0.0,0,0,0.0,117,4,9.87,29,0,786,0
82.564,1,0.526,0.006371,0,0,0.0,10,3,12.712,7,0,81,0
197.743,0,0.0,0.0,0,0,0.0,23,2,16.633,8,0,227,0
57.622,3,9.092,0.157787,2,192,0.619355,13,1,42.168,151,0,310,1
80.864,2,8.403,0.103915,0,0,0.0,24,3,19.468,14,0,229,0
256.093,2,9.39,0.036666,0,0,0.0,61,5,27.923,17,0,534,0
155.903,1,5.719,0.036683,0,0,0.0,91,3,21.239,20,0,445,0
183.153,0,0.0,0.0,1,20,0.045249,35,4,10.129,22,0,442,0
261.792,1,6.486,0.024775,0,0,0.0,63,7,5.632,24,0,285,0
141.087,0,0.0,0.0,0,0,0.0,29,3,5.78,17,0,338,0
192.513,1,8.3,0.043114,0,0,0.0,58,5,30.257,13,0,352,0
153.055,0,0.0,0.0,0,0,0.0,30,4,4.911,9,0,301,0
61.784,0,0.0,0.0,1,179,0.509972,7,3,33.176,116,1,351,1
85.059,0,0.0,0.0,0,0,0.0,32,3,3.345,17,0,137,0
432.75,0,0.0,0.0,1,9,0.009793,97,12,5.635,15,0,919,0
177.952,0,0.0,0.0,0,0,0.0,35,2,29.543,40,0,241,0
117.98,0,0.0,0.0,0,0,0.0,24,4,10.65,26,0,158,0
561.031,13,272.961,0.486535,0,0,0.0,24,5,35.843,22,2,285,1
52.715,1,4.941,0.09373,3,188,0.541787,11,4,6.954,124,1,347,1
242.979,1,3.688,0.015178,0,0,0.0,46,1,7.6,11,0,261,0
158.391,2,0.792,0.005,0,0,0.0,26,3,11.846,16,0,331,0
287.693,0,0.0,0.0,0,0,0.0,48,3,21.796,25,0,467,0
196.532,0,0.0,0.0,0,0,0.0,43,7,18.286,31,0,485,0
225.617,0,0.0,0.0,0,0,0.0,58,7,14.424,17,0,371,0
130.784,0,0.0,0.0,1,11,0.036424,34,3,8.129,66,0,302,0
58.006,1,6.189,0.106696,4,310,0.616302,15,2,4.678,309,1,503,1
109.899,0,0.0,0.0,0,0,0.0,23,6,7.14,21,0,246,0
834.84,12,417.219,0.499759,1,118,0.147685,48,6,42.803,48,2,799,1
272.432,10,215.66,0.79161,2,46,0.186235,18,6,67.068,57,3,247,1
72.74,1,18.015,0.247663,3,177,0.688716,8,2,5.001,168,0,257,1
167.681,4,87.968,0.524615,1,190,0.228365,45,0,23.443,106,1,832,1
281.25,1,28.49,0.101298,0,0,0.0,130,5,6.663,11,0,837,0
367.263,0,0.0,0.0,0,0,0.0,64,10,9.298,119,0,611,0
136.011,0,0.0,0.0,1,3,0.008955,40,3,7.891,13,0,335,0
467.135,0,0.0,0.0,0,0,0.0,53,3,42.391,4,0,536,0
214.696,0,0.0,0.0,0,0,0.0,74,4,11.115,120,1,373,0
91.993,1,5.148,0.055961,1,6,0.022556,30,2,9.163,34,0,266,0
98.04,0,0.0,0.0,2,14,0.085366,34,2,31.966,24,1,164,0
450.102,14,133.475,0.296544,1,50,0.208333,31,3,142.384,23,3,240,1
223.649,4,57.215,0.255825,3,75,0.232919,20,2,300.0,47,2,322,1
156.728,0,0.0,0.0,0,0,0.0,65,7,24.524,9,0,508,0
56.762,1,14.273,0.251453,2,217,0.678125,6,1,43.469,210,3,320,1
140.118,0,0.0,0.0,3,583,0.903876,16,4,25.096,396,0,645,1
370.102,0,0.0,0.0,0,0,0.0,67,10,7.174,22,0,818,0
282.814,1,8.31,0.029383,0,0,0.0,51,6,16.685,16,0,627,0
65.407,2,6.157,0.094134,3,381,0.892272,10,2,21.384,314,1,427,1
226.743,0,0.0,0.0,1,9,0.015707,72,2,15.013,28,0,573,0
124.731,2,10.505,0.084221,0,0,0.0,33,2,7.492,26,0,210,0
326.546,0,0.0,0.0,0,0,0.0,44,8,10.304,9,0,457,0
154.175,0,0.0,0.0,0,0,0.0,43,2,14.849,6,0,220,0
253.02,1,8.769,0.034657,0,0,0.0,25,4,14.325,22,0,313,0
269.637,0,0.0,0.0,0,0,0.0,56,6,7.452,8,0,353,0
115.738,3,15.761,0.136178,1,624,0.645295,21,2,23.569,408,1,967,1
182.521,0,0.0,0.0,0,0,0.0,85,1,37.554,35,0,419,0
224.818,0,0.0,0.0,0,0,0.0,50,6,30.769,18,0,544,0
113.932,0,0.0,0.0,1,2,0.008734,45,6,6.383,30,0,229,0
147.848,0,0.0,0.0,2,3,0.013158,37,2,16.698,18,0,228,0
153.539,0,0.0,0.0,0,0,0.0,25,1,7.136,13,0,168,0
256.236,1,8.374,0.032681,0,0,0.0,43,3,12.232,32,1,422,0
142.423,0,0.0,0.0,0,0,0.0,27,3,16.058,13,0,227,0
163.369,3,43.088,0.263746,3,626,0.568574,30,1,31.424,423,0,1101,1
166.854,0,0.0,0.0,1,10,0.026667,76,3,8.466,24,0,375,0
120.951,0,0.0,0.0,0,0,0.0,38,1,33.204,25,0,281,0
366.971,0,0.0,0.0,0,0,0.0,115,7,5.599,14,0,602,0
143.794,0,0.0,0.0,0,0,0.0,47,0,10.86,18,0,353,0
110.033,0,0.0,0.0,0,0,0.0,23,2,10.376,51,0,161,0
391.26,0,0.0,0.0,0,0,0.0,71,8,22.412,4,0,485,0
439.153,0,0.0,0.0,1,15,0.012417,95,16,10.763,17,0,1208,0
147.709,0,0.0,0.0,1,4,0.010638,64,5,10.273,7,0,376,0
270.128,1,9.175,0.033965,0,0,0.0,88,3,4.821,6,0,411,0
72.776,1,3.043,0.041813,0,0,0.0,22,2,17.587,58,0,187,0
108.794,0,0.0,0.0,0,0,0.0,21,1,19.003,20,0,179,0
106.525,6,16.708,0.156846,2,61,0.276018,18,3,29.588,54,2,221,1
207.682,0,0.0,0.0,0,0,0.0,41,1,5.17,13,0,260,0
137.398,5,70.904,0.516048,1,162,0.538206,13,5,164.235,123,2,301,1
115.095,0,0.0,0.0,0,0,0.0,31,4,14.614,12,0,285,0
250.395,0,0.0,0.0,0,0,0.0,34,8,11.333,6,0,343,0
86.294,0,0.0,0.0,0,0,0.0,13,5,11.624,9,0,122,0
155.674,0,0.0,0.0,0,0,0.0,29,4,47.295,7,0,255,0
81.281,2,12.468,0.153394,3,240,0.645161,10,2,123.211,159,3,372,1
49.095,0,0.0,0.0,3,280,0.936455,15,1,47.771,176,0,299,1
100.404,0,0.0,0.0,0,0,0.0,42,4,10.418,18,0,328,0
199.553,0,0.0,0.0,0,0,0.0,31,3,60.384,21,1,311,0
252.324,0,0.0,0.0,0,0,0.0,56,4,23.908,21,0,492,0
160.897,0,0.0,0.0,0,0,0.0,71,2,8.638,28,0,343,0
126.611,7,64.524,0.509624,1,95,0.43578,11,2,31.61,57,2,218,1
185.194,0,0.0,0.0,1,10,0.02681,30,5,14.227,29,0,373,0
314.666,0,0.0,0.0,1,23,0.067647,73,4,24.236,30,0,340,0
169.587,0,0.0,0.0,4,878,0.532121,25,2,32.76,738,2,1650,1
73.073,0,0.0,0.0,0,0,0.0,21,2,14.667,28,0,170,0
146.811,5,36.504,0.248646,1,130,0.45614,10,1,14.713,70,0,285,1
190.273,0,0.0,0.0,1,2,0.008658,33,2,16.979,11,0,231,0
135.494,1,5.06,0.037345,0,0,0.0,45,4,27.897,22,0,293,0
128.633,0,0.0,0.0,0,0,0.0,25,3,7.447,7,1,240,0
211.142,0,0.0,0.0,1,6,0.010619,51,5,12.55,5,0,565,0
378.335,1,1.892,0.005001,0,0,0.0,93,2,30.665,16,0,812,0
272.64,4,111.398,0.40859,0,0,0.0,36,1,25.0,81,2,467,1
80.328,1,8.958,0.111518,3,170,0.539683,11,2,26.253,163,1,315,1
93.745,0,0.0,0.0,1,11,0.066667,27,1,10.456,19,0,165,0
93.882,0,0.0,0.0,0,0,0.0,35,6,13.802,14,0,213,0
425.773,0,0.0,0.0,0,0,0.0,136,12,6.911,51,0,773,0
117.38,0,0.0,0.0,0,0,0.0,39,4,13.961,20,0,186,0
54.88,1,2.44,0.044461,0,0,0.0,17,5,24.185,8,0,91,0
222.434,0,0.0,0.0,0,0,0.0,27,4,13.043,30,0,274,0
150.569,0,0.0,0.0,0,0,0.0,47,7,26.989,24,0,339,0
92.575,0,0.0,0.0,0,0,0.0,20,1,6.528,18,0,160,0
85.035,0,0.0,0.0,0,0,0.0,14,1,12.212,8,0,127,0
100.615,0,0.0,0.0,0,0,0.0,21,6,2.344,45,0,193,0
509.796,4,368.454,0.722748,1,67,0.149554,33,5,125.662,139,0,448,1
208.321,0,0.0,0.0,0,0,0.0,54,7,10.01,6,0,319,0
171.588,1,14.435,0.084126,0,0,0.0,31,4,20.496,34,0,346,0
59.655,1,10.122,0.169676,2,185,0.530086,11,2,25.901,152,1,349,1
94.361,2,6.653,0.070506,4,468,0.860294,19,2,84.383,271,2,544,1
55.636,3,18.777,0.337497,1,342,0.924324,6,2,12.926,278,0,370,1
180.0,5,137.045,0.761361,0,0,0.0,17,4,130.038,16,2,171,1
578.717,0,0.0,0.0,0,0,0.0,124,8,19.54,22,0,947,0
132.314,0,0.0,0.0,1,10,0.057803,26,1,7.774,18,0,173,0
181.419,0,0.0,0.0,1,43,0.075306,89,2,6.251,27,0,571,0
304.357,0,0.0,0.0,0,0,0.0,88,8,25.175,16,0,722,0
145.687,2,29.309,0.201178,3,725,0.785482,16,3,51.37,404,0,923,1
267.315,0,0.0,0.0,0,0,0.0,27,3,24.67,9,0,287,0
220.494,0,0.0,0.0,1,26,0.074499,33,6,9.899,13,0,349,0
482.415,10,177.135,0.367184,1,69,0.129213,33,5,80.701,54,2,534,1
148.943,0,0.0,0.0,0,0,0.0,28,2,31.501,33,0,269,0
234.694,0,0.0,0.0,0,0,0.0,50,11,22.713,10,0,602,0
183.062,0,0.0,0.0,0,0,0.0,34,3,10.488,24,1,343,0
218.761,1,5.842,0.026705,0,0,0.0,76,6,17.179,5,0,437,0
241.451,0,0.0,0.0,0,0,0.0,46,5,16.178,18,0,446,0
197.667,0,0.0,0.0,1,3,0.009009,39,7,8.453,18,1,333,0
62.489,0,0.0,0.0,1,314,0.923529,11,0,8.698,205,0,340,1
103.968,3,26.528,0.255155,1,519,0.890223,15,0,40.67,321,0,583,1
228.763,1,6.998,0.030591,0,0,0.0,93,5,11.082,8,0,648,0
46.564,0,0.0,0.0,2,161,0.521036,9,3,11.113,123,2,309,1
114.1,0,0.0,0.0,0,0,0.0,13,0,7.187,14,0,97,0
271.202,1,13.542,0.049933,0,0,0.0,79,8,23.267,8,0,613,0
192.183,0,0.0,0.0,0,0,0.0,25,2,6.712,9,0,250,0
91.083,0,0.0,0.0,2,454,0.61186,16,2,12.61,368,1,742,1
122.511,0,0.0,0.0,1,19,0.086364,29,2,12.377,16,0,220,0
173.81,0,0.0,0.0,0,0,0.0,23,4,10.299,89,0,213,0
159.665,0,0.0,0.0,0,0,0.0,55,3,6.937,10,1,489,0
59.057,1,10.509,0.177947,4,149,0.485342,16,1,96.188,123,2,307,1
161.166,0,0.0,0.0,0,0,0.0,34,2,10.096,9,0,266,0
63.724,2,8.78,0.137782,1,74,0.486842,6,3,16.152,45,2,152,1
282.36,0,0.0,0.0,0,0,0.0,64,3,5.972,6,0,300,0
20.0,1,5.836,0.2918,3,124,0.78481,6,2,8.475,85,1,158,1
69.345,7,20.524,0.295969,1,52,0.218487,12,5,16.997,172,0,238,1
167.088,1,10.642,0.063691,1,3,0.009202,39,4,4.626,19,0,326,0
359.443,0,0.0,0.0,0,0,0.0,60,5,5.098,31,0,563,0
427.81,0,0.0,0.0,0,0,0.0,44,7,6.122,15,0,535,0
102.559,0,0.0,0.0,0,0,0.0,17,4,4.614,26,0,185,0
173.438,0,0.0,0.0,0,0,0.0,27,2,21.835,20,0,302,0
237.007,0,0.0,0.0,1,44,0.095032,38,3,4.898,26,1,463,0
219.664,0,0.0,0.0,0,0,0.0,70,7,15.845,22,0,446,0
306.007,0,0.0,0.0,0,0,0.0,61,2,33.272,30,0,670,0
527.642,0,0.0,0.0,0,0,0.0,76,4,16.918,18,0,678,0
235.43,7,74.123,0.314841,0,0,0.0,34,6,25.0,18,1,503,1
146.644,7,23.241,0.158486,1,376,0.549708,25,3,124.279,283,1,684,1
85.507,0,0.0,0.0,0,0,0.0,56,6,11.635,46,0,255,0
245.606,0,0.0,0.0,0,0,0.0,41,5,32.93,114,0,351,0
94.866,0,0.0,0.0,1,270,0.71618,8,1,18.578,177,1,377,1
523.677,0,0.0,0.0,0,0,0.0,99,17,5.423,34,0,1143,0
207.915,0,0.0,0.0,0,0,0.0,45,3,9.441,6,0,330,0
546.545,1,48.644,0.089003,0,0,0.0,135,7,9.119,27,0,944,0
215.349,0,0.0,0.0,0,0,0.0,27,2,32.255,13,0,271,0
205.438,0,0.0,0.0,0,0,0.0,54,4,9.715,5,0,570,0
83.892,0,0.0,0.0,1,19,0.104972,33,2,7.812,11,0,181,0
109.413,0,0.0,0.0,0,0,0.0,41,3,9.362,13,0,325,0
140.388,0,0.0,0.0,1,8,0.020997,74,1,6.679,15,0,381,0
83.194,0,0.0,0.0,0,0,0.0,31,1,14.205,21,0,194,0
210.372,0,0.0,0.0,0,0,0.0,38,5,14.874,39,0,272,0
103.743,0,0.0,0.0,0,0,0.0,14,0,20.402,12,0,116,0
152.201,0,0.0,0.0,0,0,0.0,68,3,39.776,5,0,540,0
108.519,0,0.0,0.0,0,0,0.0,27,2,4.619,27,0,245,0
331.306,0,0.0,0.0,1,23,0.038143,104,7,13.377,13,0,603,0
149.649,1,7.495,0.050084,1,9,0.054878,28,2,20.414,41,0,164,0
80.418,3,16.578,0.206148,3,58,0.266055,16,5,27.607,96,3,218,1
434.207,0,0.0,0.0,0,0,0.0,43,9,9.193,11,0,493,0
145.067,0,0.0,0.0,0,0,0.0,32,2,28.016,7,0,233,0
80.639,1,27.334,0.338967,1,229,0.715625,12,2,5.325,162,1,320,1
199.286,0,0.0,0.0,0,0,0.0,60,5,26.955,34,0,340,0
94.278,0,0.0,0.0,3,450,0.493421,28,1,10.379,449,1,912,1
92.275,0,0.0,0.0,1,3,0.021898,21,1,17.322,9,0,137,0
153.49,0,0.0,0.0,0,0,0.0,52,10,8.276,73,0,399,0
569.036,0,0.0,0.0,0,0,0.0,97,6,4.482,14,0,608,0
116.54,0,0.0,0.0,0,0,0.0,41,5,24.653,31,0,336,0
118.446,1,5.231,0.044164,0,0,0.0,40,1,27.238,118,0,249,0
160.062,0,0.0,0.0,0,0,0.0,47,1,3.042,8,0,352,0
1303.756,13,1006.935,0.772334,2,179,0.174294,70,14,121.435,112,1,1027,1
122.393,0,0.0,0.0,0,0,0.0,22,6,12.864,32,0,227,0
1046.421,14,411.706,0.393442,0,0,0.0,90,5,82.437,16,1,655,1
77.344,1,1.053,0.013615,1,2,0.010638,27,2,9.485,13,0,188,0
219.301,0,0.0,0.0,1,44,0.112532,48,3,21.737,28,0,391,0
315.526,4,124.678,0.395143,3,433,0.336703,39,1,43.562,208,0,1286,1
62.436,1,13.717,0.219697,4,315,0.722477,8,0,11.693,272,3,436,1
315.799,0,0.0,0.0,0,0,0.0,42,2,22.408,34,0,377,0
101.319,0,0.0,0.0,0,0,0.0,30,3,15.593,13,0,193,0
269.383,0,0.0,0.0,0,0,0.0,71,4,7.914,11,0,459,0
135.817,0,0.0,0.0,0,0,0.0,54,4,25.647,11,0,430,0
555.303,0,0.0,0.0,0,0,0.0,139,11,9.583,14,0,1156,0
165.551,0,0.0,0.0,0,0,0.0,38,5,13.727,21,0,414,0
130.088,0,0.0,0.0,0,0,0.0,43,1,32.557,24,0,421,0
161.439,0,0.0,0.0,0,0,0.0,31,4,16.565,21,0,378,0
413.503,12,148.476,0.359069,2,103,0.326984,37,1,72.171,35,2,315,1
109.291,0,0.0,0.0,0,0,0.0,30,4,13.873,46,0,206,0
157.169,0,0.0,0.0,0,0,0.0,24,3,5.809,8,0,248,0
362.39,2,171.566,0.473429,2,180,0.292208,30,3,19.704,102,1,616,1
40.718,2,6.371,0.156466,1,171,0.557003,11,2,28.696,98,1,307,1
155.796,5,60.971,0.391352,3,298,0.610656,17,5,18.082,254,0,488,1
123.23,0,0.0,0.0,1,6,0.018987,49,2,6.275,12,0,316,0
